,날짜,제목,요약
2927,2018.07.26.,"한은, 하반기 소비자물가 상승률 목표치 접근 전망","국제유가·환율 등 불확실성 높아 재정정책, 다양한 지표 활용 조언 한국은행이 올해 하반기 이후에는 물가오름세가 확대되면서 소비자물가 상승률이 목표치(2.0%)에 점차 접어들 것으로 전망했다. 다만 국내외 경기..."
2928,2018.08.08.,부산시 폭염 대응 물가안정 대책 추진,"시는 7월 소비자물가가 전년동월 대비 2.0%로 상승세가 지속되고 있고, 폭염 및 국제유가 상승 등의 영향으로 배추, 무 등 일부 농·수산물의 물가 불안이 가중되고 있으며, 특히 행락철을 맞아 주요 관광·행락지 음식값 및..."
2929,2018.08.07.,"제주항공, 상반기 매출 5000억 돌파…영업이익 581억 33.9% 증가","지난해 같은 기간 대비 국제유가 상승으로 인한 유류비 급등과 상대적으로 공휴일이 줄어든 것이 악재로 작용했다. 제주항공은 ""영업이익은 줄었지만 당기순이익은 전년 대비 증가했다""며 ""유류와 환율 등..."
2930,2018.07.25.,"상반기 선박 수출 15년만에 최저 26억5,000만달러","품목별로 석유제품 수출은 수출물량이 소폭(-3%) 줄었지만 국제유가 상승에 따른 수출단가 상승(29.8%)에 힘입어 지난해보다 25.9% 증가한 97억9,000만 달러를 기록했다. 석유화학제품도 수출물량이 소폭 감소(-3.8..."
2931,2018.07.29.,"[비과세해외펀드 30개월 결산⑤] 홀로 순항 미국펀드, 3년 수익률 41.3%~ 43....",더불어 국제 유가가 WTI(서부텍사스원유) 기준으로 월중 70불을 상회하는 등 전반적으로 높은 수준을 유지했던 점이 에너업종의 상승을 견인했다. 5월말 들어서 이탈리아의 정치적 불확실성으로 인해 금융주를...
2932,2018.08.09.,"[미국 뉴욕증시] 트럼프 관세폭탄 다우지수 위협, 실적장세는 가고 다시 미중...",미국 뉴욕증시 다우지수 중국증시 상하이지수 7가지 변수 ① 실적 ② 환율 ③국제유가 ④ 테슬라 ⑤ 애플 ⑥ 국채금리 ⑦ 자동차관세폭탄 미국 뉴욕증시 다우지수 중국증시 상하이지수 7가지 변수 ① 실적 ②...
2933,2018.08.03.,"하반기 일자리 창출, 반도체·금융이 주도","조선업은 국제유가 상승 등으로 인한 회복세에도 불구하고 일감 감소, 해양 플랜트 수주 감소 등으로 인해 10.3% 감소가 전망된다. 섬유업 역시 해외 생산 확대와 국내 면방적 공장 일부 가동 중단 등에 따라 3.9% 일자리가..."
2934,2018.08.09.,"홍콩 증시, 미중 무역전쟁 경계감, 반락 개장 후 중국 증시 강세에 상승 마감...","하지만 국제 유가 하락 여파에 중국석유천연가스가 0.82%, 중국해양석유는 0.92% 각각 밀렸다. 메인보드 거래액은 911억1500만 홍콩달러(약 12조9821억원)를 기록했다."
2935,2018.07.17.,"IMF, 유로존,영국,일본 성장률 0.2%p 내린 이유?","IMF는 선진국은 전반적으로 견실한 성장세가 지속될 것으로 전망되나, 유로존(유로 사용 19개국)과 일본의 성장세 둔화로 올해 성장전망이 다소 약화돌 것으로 보았으며, 신흥개도국은 국제 유가 상승, 미국의..."
2936,2018.08.09.,"중국 증시, 미중 무역전쟁 격화로 속락 개장 후 경기감속 완화에 급반등…창업...","뉴시스에 따르면 국제 유가 약세에 중국석유화공 등 석유 관련주는 하락했다. 충칭맥주와 텅다건설도 내렸다. 거래액은 상하이 증시가 1510억8000만 위안(약 24조7560억원), 선전 증시는 1959억7900만 위안으로 각각..."
2937,2018.08.07.,"부산시, 폭염 등 대응 물가안정 긴급대책회의 개최","시는 7월 소비자물가가 전년동월 대비 2.0%로 상승세가 지속되고 있고, 폭염 및 국제유가 상승 등의 영향으로 배추, 무 등 일부 농·수산물의 물가 불안이 가중되고 있으며, 특히 행락철을 맞아 주요 관광·행락지 음식값 및..."
2938,2018.07.15.,울산 주유소 휘발유 연중 최고치 머물러,국제유가가 떨어질 가능성이 크지 않아 당분간 휘발유 가격도 고공행진을 이어갈 전망이다. 15일 한국석유공사 유가 정보 서비스인 '오피넷'에 따르면 이날 현재 울산지역 주유소에서 판매된 보통 휘발유 가격은...
2939,2018.07.24.,"정유업계, 상반기 석유제품 수출량 '신기록' 또 경신",수출액 증가율이 높은 것은 국제유가 상승에 힘입어 석유제품 수출단가도 배럴당 79.2달러로 28.2% 상승했기 때문이다. 특히 원유도입단가와 제품수출단가의 차이인 수출마진은 배럴당 11.2달러를 기록해 지난해...
2940,2018.07.21.,휘발유·경유·등유 가격 '연중 최고치'… ℓ당 1700원 육박,"석유공사는 ""국제 유가는 OPEC 등 산유국과 미국의 원유 생산 증가로 하락했으며 IEA의 OPEC 잉여생산능력 감소 전망 등의 상승요인이 하락폭을 제한했다""며 ""국제유가의 수급전망이 혼조세를 보여..."
2941,2018.08.10.,"뉴욕증시, 미중 무역전쟁 우려와 기업실적 호조 맞물리며 혼조세…다우 0.29%...",한편 국제 유가는 이날 보합세를 보였다. 이날 뉴욕상업거래소에서 서부텍사스산원유(WTI) 9월 인도분은 전날보다 13센트(0.2) 떨어지며 배럴당 66.81달러에 거래됐다. 반면 브렌트유는 1% 이내로 상승하며 전날 3...
2942,2018.08.01.,7월 수출 518.8억달러 '역대 2위'… 반도체 견인(종합),"국제유가가 상승하면서 수출단가도 올랐기 때문이다. 철강은 높은 단가가 지속되며 7월 수출이 35억 달러를 시현, 전년 동월 대비 34% 올랐다. 컴퓨터와 디스플레이는 같은 기간 10.0%, 2.4% 늘었다. 반면 자동차와..."
2943,2018.08.08.,항공업계 2분기 실적 전망 '흐림'...비수기에 악재 겹친 탓,"매출과 당기순이익은 지난해 보다 증가했지만, 국제유가 상승에 따른 유류비 급증과 상대적으로 지난해보다 줄어든 공휴일 등이 영업이익에 악재로 작용했다. 아시아나항공도 비슷한 상황이다. 아시아나항공은..."
2944,2018.07.14.,"뉴욕증시, 무역긴장 완화에 상승 마감…다우 0.4% ↑","이날 중앙은행 격인 연방준비제도(Fed)는 의회에 제출한 통화정책보고서에서 최근 국제유가가 가파른 오름세를 보였지만, 미국의 성장에 별다른 제약요인이 되지는 않을 것으로 판단했다. 이에 따라 점진적인..."
2945,2018.07.12.,"한은, 올해 성장률 2.9%로 하향 ‘내년도 2.8%’…경제 불확실성 확대","상품수지는 수출은 아직 양호하지만 국제유가 상승으로 원자재를 중심으로 수입이 늘면서 수출입차가 축소될 것으로 예측했다. 서비스수지는 여행수지 적자, 운송수지 부진 등으로 적자 흐름이 이어지고 있으며..."
2946,2018.07.11.,회복 기미 울산 기업체감 경기전망 다시 악화,다만 현재 배럴당 70달러선을 유지하고 있는 국제유가가 불확실성 해소로 65달러선으로 하락할 경우 가파른 회복세가 예상된다. 조선(88)은 현대중공업이 고부가가치 선박인 액화천연가스 LNG운반선과 초대형...
2947,2018.08.09.,"뉴욕증시, 미중 무역전쟁 리스크 재부각 영향 혼조세…다우 0.18% 하락마감",한편 국제유가는 중국의 수요 둔화와 휘발유 수요 감소 가능성이 제기되며 큰 폭으로 하락했다. 이날 뉴욕상업거래소(NYMEX)에서 거래된 9월 인도분 서부텍사스산 원유(WTI) 가격은 전날보다 배럴당 2.23달러(3.2...
2948,2018.08.08.,"IMF ""인도, 2년 연속 7.5% 안팎 성장… 세계 경제 성장 견인""","실제 IMF가 예측한 전망에 따르면 경상수지 적자는 올해 GDP 2.6%로 지난해 1.9%보다 확대될 것으로 보인다.IMF는 “국제 유가 상승, 글로벌 금융 환경의 악화 및 국내 금융의 취약성과 같은 외부 요인들로 인해..."
2949,2018.07.14.,주유소 휘발유‧경유 연중 최고치 육박,"휘발유 가격은 지난달 둘째주 이후 소폭 하락했으나 국제유가 흐름에 따라 다시 상승 곡선을 이루고 있다. 휘발유는 알뜰주유소가 1587.0원으로 가장 낮으며, SK에너지는 1626.8원으로 가장 높다. 지역별로는 서울..."
2950,2018.07.20.,수박·무·토마토·감자 등 농산물 대폭 하락… 6월 생산자물가 전월대비 '보...,국제유가 상승세가 주춤하고 농산물 물가 하락에 6월 생산자물가가 전월대비 보합세를 보였다. 그러나 지난해 같은 기간보다는 2.6% 올랐다. 한국은행이 20일 발표한 '2018년 6월 생산자물가지수'에 따르면 지난달...
2951,2018.07.11.,"현대카드, GS칼텍스·SK주유소·현대오일뱅크 등 주유할인 혜택 소개","이는 국제 유가 급등에 따른 것으로, 작년 4월 14.1% 이후 최대 상승폭이다. 이처럼 기름 값 부담이 더해지는 시기에 현대카드는 각 상품별로 다양한 주유 혜택을 제공한다고 밝혔다. 우선 M포인트 활용이 가능한..."
2952,2018.08.09.,[다우지수] 악재 속출 테슬라 하룻만에 폭락 중국도 관세폭탄 … 미중무역전쟁...,미국 뉴욕증시 다우지수 코스피 코스닥 7가지 악재 ①비트코인 ② 달러환율 ③ 국채금리 ④ 국제유가 ⑤중국보복 ⑥ 테슬라 ⑦미중 무역전쟁 미국 뉴욕증시 다우지수 코스피 코스닥 7가지 악재 ①비트코인...
2953,2018.08.07.,"뉴욕증시 다우 0.16%↑ 막판 극적 부활, 자동차 관세폭탄 비상","뉴욕증시 다우 0.16%↑ 막판 극적 부활, 자동차 관세폭탄 비상 미국 뉴욕증시 다우지수 5대 악재...①이란제재 ② 환율 ③국제유가 ④ 인텔 ⑤ 페이스북 [글로벌이코노믹 김대호 소장/ 경제학 박사] 미국..."
2954,2018.08.01.,7월 소비자물가지수 104.37…경유 14.6%↑ 16개월만에 최고치,7월 소비자물가지수 104.37…경유 14.6%↑ 16개월만에 최고치 소비자물가가 10개월째 1%대 상승세를 유지하고 있는 가운데 국제 유가 상승으로 경유 가격이 16개월 만에 최고치를 기록했다. 외식물가 상승에...
2955,2018.07.31.,8월 기업심리 위축…“경기부진 여파와 휴가철 요인이 원인”,한경연은 최저임금 인상 논란과 국제유가 상승 등 기업의 비용부담 증가도 기업심리 위축에 영향을 주었을 것으로 분석했다. 7월 실적치는 89.7을 기록하며 올 2월 이후 처음으로 80대를 기록했다. 7월 실적은...
2956,2018.07.15.,"뉴욕증시, 넷플릭스 등 주요 기업 실적 주목","등락을 거듭하면서도 상승세가 꺾이지 않는 국제유가의 향배도 관심사다. 어느 때나 마찬 가지로 기대와 염려가 교차하는 한 주가 될 전망이다. 주요 기업 실적 발표, 지수 견인차 될 듯 지난주 미국 상장사들이..."
2957,2018.08.04.,기름값 고공행진…휘발유가격 5주연속 상승세-서울 1700원 돌파,"83원) 이후 최고치다. 한국석유공사는 ""국제 유가가 미국 쿠싱 지역 원유 재고 감소와 미국ㆍ이란 갈등 고조 등의 영향으로 상승했다""며 ""국내 제품 가격도 강보합세를 보일 것""이라고 전망했다."
2958,2018.08.08.,"홍콩 증시, 뉴욕 증시 강세에 힘입어 상승 개장, '미중 무역전쟁은 여전히 부...","국제 유가 상승으로 중국해양석유가 견조하게 움직이고 있다. 하지만 영국 대형은행 HSBC, 의약품주 스야오 집단은 하락하고 있다. 중국 4대 국유은행은 0.3~1.3% 밀리고 있다. 위장공사 문제로 최고경영자(CEO)..."
2959,2018.08.02.,"[속보] 미국 연준 FOMC 기준금리 동결, 올해중 인상횟수는 확대","[속보] 미국 연준 FOMC 기준금리 동결, 올해중 인상횟수는 확대… 미국증시 뉴욕증시 달러환율 국제유가 국제금값 흔들 [글로벌이코노믹 연구소 김대호 소장]..."
2960,2018.07.31.,기업 경기지수 일제히 하락…투자심리 위축에 '앞이 더 캄캄',"기업경기실사지수의 전망치와 실적이 저조한 주된 원인은 최저임금 인상과 국제유가 상승 등 기업의 비용부담 증가요인이 늘어나며, 기업 심리가 크게 위축된 때문이란 게 한경연의 분석이다. 한국은행도 이날 7월..."
2961,2018.08.01.,키움증권 연 10.5% 수익 추구 DLS 등 2종 출시,"국제유가가 기초자산으로 포함돼있어 주가지수로만 구성된 동일구조의 상품보다 높은 수익률을 추구하는 것이 특징이며, 3년 만기에 6개월 단위로 조기상환 기회가 있다. ‘키움증권 제842회 ELS’는 발생 가능한..."
2962,2018.08.05.,[이달의 증시] 위축된 투자심리 탓 상승 제한될 것,"하반기가 지속될수록 시장이 다시 매크로 영향권에 진입하면서 연준 등 주요국 중앙은행 정책 방향과 그에 따른 주요 매크로 지표(국제유가, 금리, 환율)의 방향에 대한 민감도가 높고 역시 상반기 중 저평가 정도가..."
2963,2018.08.01.,채소·석유 등 소비자 체감 장바구니 물가 급등,"[한국정책신문=김소희 기자] 폭염과 국제유가 상승 등으로 인해 채소, 석유류 등의 물가가 크게 뛰었다. 1일 통계청이 발표한 '2018년 7월 소비자물가동향'에 따르면 소비자물가지수는 전년 동월 대비 1.5% 상승한 104...."
2964,2018.08.05.,"[집중분석]에쓰오일·현대오일뱅크, 치열해진 3위 싸움","[집중분석] 에쓰오일·현대오일뱅크, 치열해진 3위 싸움 정유업계가 국제유가 상승 효과를 톡톡히 보며 2분기 실적 개선을 이끌어낸 가운데, 업계 3위 자리를 두고 S-OIL(에쓰오일)과 현대오일뱅크의 경쟁이 치열해지고..."
2965,2018.07.31.,"8월 채권시장 심리 '보합'…""미중 무역분쟁·취업자수 감소 영향""","고용률 감소의 영향으로 소비자심리가 낮은 수준에 머물러 있고, 국제유가 상승 미반영분이 순차적으로 반영됨에 따라 8월 물가상승 응답자 비율이 증가했다. 응답자의 30.0%(전월 20.0%)가 물가상승에 응답해..."
2966,2018.08.01.,"포항시, 지역업체 수주 확대... 지역경제 활성화 ‘총력’","시 관계자는 “최근 포항경제는 글로벌 무역 갈등 확산, 최저임금 인상, 근로시간 단축, 국제유가 상승 등 국내외 경제상황의 불확실한 상황으로 지역 내 경기가 어려운 상황”이라며 “관급 및 민간건설 등에 지역업체..."
2967,2018.08.08.,"뉴욕증시, 미중간 무역협상 기대감에 기업실적 호조에 힘입어 상승…S&P 500 ...",한편 국제유가는 이날 미국의 이란에 대한 제재가 시작되면서 상승세를 이어갔다. 뉴욕상업거래소(NYMEX)에서 9월 인도분 서부 텍사스산 원유(WTI) 가격은 전날보다 배럴당 0.2%(0.16달러) 오른 69.17달러에 거래를...
2968,2018.08.03.,"[오늘 날씨] 모처럼 소나기 소식, 부활한 태풍 종다리 수증기 바람 … 사상 최...","체사피크 에너지는 2분기 실적 부진과 국제유가 하락이 겹치며 5.7% 급락하는 등 에너지주도 부진했다. 업종별로는 기술주가 0.97% 오르며 선방했다. 금융부는 보합세를 보였다. 에너지주는 1.33% 하락했고, 산업주도..."
2969,2018.08.04.,하반기 일자리 '반도체·금융·보험' 늘고 조선·섬유·자동차 준다,"글로벌 물동량 증가, 국제유가 상승, 선박 공급과잉의 점진적 해소, 국제 환경규제 시행 등으로 조선시황이 회복세를 보이고 있지만 일감 감소와 해양 플랜트 수주 감소로 지난해 하반기 조선 업종의 고용은 전년동기..."
2970,2018.08.03.,[글로벌-Biz 24]롯데케미칼 말련 자회사 'LC타이탄' 순이익 껑충,다만 국제유가 변동과 미·중 무역분쟁 등 대외 환경의 불확실성으로 주요 제품 스프레드가 축소될 수 있다고 내다봤다. 오소영 기자 osy@g-enews.com <저작권자 ⓒ 글로벌이코노믹 무단전재 및 재배포금지>
2971,2018.07.25.,[천지일보 이슈종합] 美 대북제재 주의보·노회찬 빈소 3000여명·'계엄 문건...,"◆유가 상승에 폭염까지… 심상찮은 하반기 물가☞ 국제유가 상승과 폭염, 공공요금 인상 조짐에 하반기 물가 상승 압력이 커질 것이라는 전망이 나온다. 24일 한국은행과 금융시장 등에 따르면 폭염과 공공요금 인상..."
2972,2018.07.13.,"미국 뉴욕증시, 美中 무역전쟁 우려 진정에 상승 마감…다우존스 0.91%↑","북대서양조약기구(NATO·나토) 정상회담과 국제유가 동향 등도 주요 변수로 작용했다.   스탠더드앤드푸어스(S&P)500지수는 전 거래일보다 24.27포인트(0.87%) 상승한 2798.29에 마감했다.   또 페이스북, 아마존 닷컴..."
2973,2018.08.06.,"[미국 뉴욕증시] 트럼프 다우지수 폭등 장담, 미중 무역전쟁 비밀협상 다시 시...",미국 뉴욕증시 다우지수 나스닥 지수 S&P 500지수 7가지 변수= ①미중 무역전쟁 ② 애플 시가총액 ③ 페이스북 몰락 ④ 국제유가 ⑤ 달러환율 ⑥ 국채금리 ⑦ 금리인상 미국 뉴욕증시 다우지수 나스닥 지수 S&P 500지수...
2974,2018.08.07.,[사설]폭염물가 장기적인 대책이 요구된다,국제 유가의 고공행진으로 국내 주유소 기름값도 오름세가 지속되는 데다 지방선거로 그간 억제돼 온 택시·버스·상하수도 요금 등도 인상을 앞두고 있다. 당장 충북만 해도 청주시를 비롯한 보은·영동·증평·괴산...
2975,2018.08.07.,"뉴욕증시, 무역전쟁 우려에도 기업 실적호조 기대감으로 상승세…다우 0.16% ...",한편 국제 유가는 이날 미국의 제재로 인해 이란의 원유 거래가 급감할 것이라는 전망에 상승했다. 서부텍사스산원유(WTI)가 0.8% 상승하며 배럴당 69.01달러에 마감했다. 이날 월가에서는 WTI가 조만간 배럴당...
2976,2018.08.06.,"주간 증시전망대, 코스피 코스닥 뉴욕증시 다우지수 금주의 이슈 … 김동연 부...",미국과 중국의 무역전쟁과 환율 전쟁 미국 기업들의 2분기 실적 미국의 이란 경제 제재 시작에 따른 호르무즈 해상봉쇄와 그에따른 국제유가의 변동등도 체크포인트이다. 김대호 소장 / 경제학 박사 tiger8280@g-enews.com...
2977,2018.08.05.,"미중 무역전쟁, 다시 타협 협상 재개… 트럼프 대통령 뉴욕증시 다우지수 폭등...","트럼프 의 이같은 미중무역전쟁 협상 발언은 뉴욕증시 다우지수 폭등 예고, 코스피 코스닥 그리고 달러환율 국제유가 등에 큰 영향을 줄것으로 보인다. 김대호 소장/ 경제학 박사 tiger8280@g-enews.com <저작권자..."
2978,2018.07.25.,"현대상선, 연료절감 우수선박 포상…전분기比 3.8만t 절감",선박유 가격은 최근 국제유가 인상과 함께 선사의 수익성을 약화시키는 요인이다. 지난 2016년 1분기 t당 180달러였던 벙커C유 가격(한국 기준)은 현재 475달러까지 상승하며 30개월만에 약 170% 인상됐다. 현대상선은...
2979,2018.07.28.,주유소 기름값 4주째 상승…연중 최고치 기록,"한편, 석유공사는 ""국제유가는 미국의 재고 감소와 사우디아라비아 원유 수송로 차단 등의 요인으로 상승했다""면서 ""국내 제품가는 한 주 전의 국제유가 하락분과 이번 주의 상승분이 반영돼 보합세를 보일 것으로..."
2980,2018.07.16.,수출 4개월 연속 500억 달러 돌파…상반기 수출액 사상 최대,"원유 수입단가는 국제유가 상승으로 전년 동월 대비 48.6% 상승했다. 수입품목 중 소비재는 10.5% 증가했는데, 승용차(6.4%․의류(23.1%) 등이 늘어난 반면 커피원두(△2.4%)와 음향기기(△19.0%) 등은 감소했다...."
2981,2018.07.31.,"[한입뉴스] 부산서 메르스 의심환자, 아시아나 연기소동, 금융소득과세 기준 ...","한경연은 최저임금 인상 논란과 국제유가 상승 등이 기업 심리를 위축시킨 것으로 분석. ◆남북, 오늘 판문점서 장성급회담 남북은 31일 오전 10시부터 판문점 남측 지역인 평화의 집에서 제9차 남북장성급회담을..."
2982,2018.07.31.,기업 경기전망 1년 반 만에 최저치 추락… 내수·수출 동반 부진에 한국경제 ...,여기에 한경연은 “최저임금 인상 논란과 국제유가 상승 등 기업의 비용부담 증가도 기업 심리 위축에 영향을 주었을 것으로 보인다”고 밝혔다. 줬을 것으로 분석했다. 한경연은 특히 2분기 경제성장률의 감소...
2983,2018.08.03.,"[미국 뉴욕증시] 중국기업 무더기 도산, 다우지수 위협 … 미중 무역전쟁 관세...",미국 뉴욕증시 다우지수 위협하는 7대 암초 ① 국제유가 ② 달러환율 ③ 가상화폐 ④ 국채금리 3% ⑤애플 ⑥ 페이스북 ⑦ 테슬라 미국 뉴욕증시 다우지수 위협하는 7대 암초 ① 국제유가 ② 달러환율 ③ 가상화폐 ④...
2984,2018.08.04.,"뉴욕증시, 무역전쟁 우려 등에도 기업실적 호조에 상승…다우 0.54% 상승마감",한편 국제유가는 무역전쟁 우려에 투자심리가 위축되며 하락했다. 뉴욕상업거래소(NYMEX)에서 거래된 9월 인도분 서부텍사스산 원유(WTI) 가격은 전날보다 배럴당 47센트(0.7%) 하락한 68.49달러에 마감했다. 런던 ICE...
2985,2018.07.31.,우려가 현실로? 최저임금 등 영향 기업체감경기 '급랭(急冷)',여기에 최저임금 인상 논란과 국제유가 상승 등 기업의 비용부담 증가도 기업 심리 위축에 영향을 주었을 것이라는 지적이 뒤따른다. 이 같은 사정은 한국은행이 같은 날 발표한 ‘2018년 7월 기업경기 실사지수(BSI)...
2986,2018.07.28.,"휘발유가격, 4주연속 상승-9주째 1600원대…리터(ℓ)당 1612.2원","한국석유공사 관계자는 ""국제유가는 미 원유 및 휘발유 재고 감소와 사우디 원유수송로 차단 등 상승요인으로 상승했고, 6월 석유수출국기구(OPEC)의 감산 이행률 하락은 상승폭을 제한했다""며 ""국내..."
2987,2018.07.21.,휘발유·경유·등유 가격 3주째 상승···‘연중 최고치’,"석유공사는 “국제 유가의 수급 전망이 혼조세를 보임에 따라 국내 제품 가격은 당분간 보합세를 보일 것으로 전망된다”고 밝혔다. 전혜인 기자 hye@viva100.com21일 국내 휘발유와 경유, 등유 가격이 최근 3주..."
2988,2018.08.04.,"[미국 뉴욕증시] 미중 무역전쟁 이번에는 중국 관세폭탄 보복, 그 와중에 다우...",미국 뉴욕증시 다우지수 5가지 변수 ① 환율 ②국제유가 ③기업실적 ④ 애플 ⑤페이스북 미국 뉴욕증시 다우지수 5가지 변수 ① 환율 ②국제유가 ③기업실적 ④ 애플 페이스북 ⑤ 연준 금리인상...
2989,2018.07.26.,한은 “물가 완만한 상승세…올해 하반기 물가 상승률 2% 근접”,국제유가 상승세를 도시가스 요금은 9월 3∼4% 오를 것으로 예상된다. 택시 기본요금과 일부 지방자치단체체의 시내버스·지하철요금 인상도 논의되고 있다. 한은은 “세계 경제 회복세에 따른 수요 압력이 커지고...
2990,2018.08.01.,"뉴욕증시, 미중 무역협상 재개 소식에 상승반전…다우 0.43% 상승마감",한편 국제유가는 이날 원유생산이 늘어난 것으로 나타나면서 크게 하락했다. 뉴욕상업거래소(NYMEX)에서 9월 인도분 서부 텍사스산 원유(WTI) 가격은 전날보다 배럴당 2%(1.37달러) 떨어진 68.76달러에 거래를 마쳤다....
2991,2018.07.20.,지난 6월 생산자물가 농산물 가격 큰 폭 하락으로 보합세…공산품 소폭 상승,올초 국제유가가 오르면서 생산자물가는 꾸준히 오름세를 나타냈다. 이에 지난 5월에는 2014년 10월(104.45) 이후 3년7개월만에 최고치를 찍기도 했다. 그러나 지난달 농수산물 가격이 떨어지면서 생산자물가...
2992,2018.07.17.,"포항시, 포항경제 붐업 플랜 본격 추진","최근 글로벌 무역갈등 확산, 최저임금 인상효과, 근로시간 단축, 국제유가 상승 등으로 소상공인들의 경영이 악화되고, 국내외 경제상황의 불확실성 증대로 체감경기가 더욱 어려워짐에 따라 일자리 창출과 지역경제..."
2993,2018.07.26.,"[글로벌-Biz 24]""5년간 60조원 투자""…해양플랜트 제2전성기 맞나","사진=대우조선해양 [글로벌이코노믹 김병용 기자] 국제 유가 상승세가 지속되면서 해양플랜트 시장이 다시 꿈틀거리고 있다. 저가 수주로 쓴맛을 본 현대중공업, 삼성중공업, 대우조선해양 등 국내 대형..."
2994,2018.07.28.,"뉴욕증시, 성장률 호조에도 기술주 급락에 하락…기술주 중심 나스닥 1.46% 하...",국제유가는 러시아와 사우디아라비아 등의 증산에 대한 부담으로 하락 마감했다. 뉴욕상업거래소(NYMEX)에서 거래된 9월 인도분 서부텍사스산 원유(WTI) 가격은 전날보다 배럴당 92센트(1.3%) 내린 68.69달러에...
2995,2018.08.03.,"뉴욕증시, 무역분쟁과 애플 시가총액 1조달러 돌파 맞물리며 혼조…나스닥 1....",한편 국제유가는 미국의 원유 재고가 감소세로 돌아설 것이라는 전망에 상승했다. 뉴욕상업거래소(NYMEX)에서 거래된 9월 인도분 서부텍사스산 원유(WTI) 가격은 전날보다 배럴당 1.30달러(1.9%) 상승한 68.96달러에...
2996,2018.07.28.,"[다음주 증시전망] 2분기 전망치 하향 조정, 미중 무역분쟁 현실화 우려…남북...","단 국제유가의 경우 고점을 찍을 가능성이 높다. 미국은 여전히 원유 순수입국이라는 점에서 무역적자 축소를 위해 유가 안정화를 추진하고 있고, 유가 상승률의 기저효과는 3분기를 고점으로 약화될 전망이다. 김병연..."
2997,2018.07.14.,"기름값, 2주 연속 상승세…휘발유 1609.9원 연중 최고치 육박",휘발유 가격은 지난 4월 셋째 주부터 지난달 둘째 주까지 8주 연속 상승한 뒤 이후 2주째 떨어지면서 안정세를 보였으나 최근 국제유가 흐름에 따라 또 다시 들썩이는 모양세다. 휘발유에 이어 경유 가격 역시...
2998,2018.08.02.,"뉴욕증시, 미중 무역전쟁 우려 재부각 영향 혼조세…다우 0.32% 하락마감-나스...",한편 국제유가는 미국의 원유재고가 크게 늘어난 영향으로 이틀 연속 큰 폭의 하락세를 보였다. 뉴욕상업거래소(NYMEX)에서 9월 인도분 서부 텍사스산 원유(WTI) 가격은 전날보다 배럴당 1.6%(1.10달러) 떨어진 67....
2999,2018.07.21.,휘발유가격 3주연속 상승세…리터(ℓ)당 1611.6원으로 연중 최고,"한국석유공사 관계자는 ""국제유가는 석유수출국기구(OPEC) 등 산유국과 미국의 원유 생산 증가로 하락했지만 OPEC 잉여생산능력 감소 전망 등 상승요인이 하락폭을 제한했다""며 ""국제유가의 수급전망이 혼조세를..."
3000,2018.07.26.,"美 vs 유럽연합 ""무역전쟁 원만히 합의""... 뉴욕증시 다우지수 172P 껑충, 퀄...","국제유가 소폭 상승,...보잉 주가도 내려 [글로벌이코노믹 온기동 기자] 미국과 유럽연합이 무역협상이 원만한 합의로 소식에 상승마감했다. 25일(미국시간) 다우존스 30 산업평균지수는 전일보다 172.16포인트(0...."
3001,2018.07.18.,미국 뉴욕증시 2분기 실적이 시세 좌우,[미국 뉴욕증시] 골드만삭스 CEO 전격교체 다우지수 강타 … 5가지 변수 ① 달러환율 ② 국제유가 ③ 비트코인 ④ 미중 무역전쟁 ⑤ 위안화 [글로벌이코노믹 연구소 김대호 소장/경제학 박사] 미중 무역전쟁이...
3002,2018.07.27.,"미국증시, 다우지수 최근 2개월 저항선 뚫었지만... 미국과 유럽 차관세유보에...",국제유가 국제금도 소폭 상승 [글로벌이코노믹 온기동 기자] 26일(미국시간) 뉴욕증권거래소(NYSE)에서 뉴욕증권시장에서 다우지수는 0.44% 상승한 2만5527.07에 거래를 마쳤다. 하지만 S&P500 지수는 0.30% 하락한...
3003,2018.07.31.,"뉴욕증시, 페이스북 등 IT 대장주들 약세에 하락…나스닥 사흘 연속 1%대 급락",한편 국제유가는 이날 상승했다. 뉴욕상업거래소(NYMEX)에서 9월 인도분 서부 텍사스산 원유(WTI) 가격은 전 거래일보다 배럴당 2.1%(1.44달러) 급등한 70.13달러에 장을 마쳤다. 런던 ICE 선물거래소의 9월물 브렌트유는...
3004,2018.07.13.,"투자·소비감소에도 정부 ""경제 회복 흐름""","기재부 관계자는 ""세계경제 개선, 수출호조, 추경 집행 본격화 등 긍정적 요인이 있지만 고용 상황이 미흡한 가운데 글로벌 통상마찰, 미국 금리인상 가속화, 국제유가 상승 등 대내외 위험요인이 함께 있다""고 강조했다...."
3005,2018.07.26.,"뉴욕증시, 무역분쟁 완화 기대감 영향으로 상승세…다우 0.68% 상승마감",한편 국제유가는 이날 미국의 원유재고가 줄어든 것으로 나타나자 상승했다. 뉴욕상업거래소(NYMEX)에서 거래된 9월 인도분 서부텍사스산 원유(WTI) 가격은 전날보다 배럴당 78센트(1.1%) 상승한 69.30달러에 마감했다....
